R0000100,R0536300,R0536401,R0536402,R1235800,T8122500,R1482600,S3659000,S3681000,S3697000,S3713000,S3729000,S3757000,S5041700,S6783100,S8689700,T1109400,T3186900,T4597800,T6231000,T7732100,T9133500
PUBID_1997,KEY!SEX_1997,KEY!BDATE_M_1997,KEY!BDATE_Y_1997,CV_SAMPLE_TYPE_1997,VERSION_R16_2013,KEY!RACE_ETHNICITY_1997,YEMP_OCCODE_2002_01_1997,YEMP_OCCODE_2002_01_1998,YEMP_OCCODE_2002_01_1999,YEMP_OCCODE_2002_01_2000,YEMP_OCCODE_2002_01_2001,YEMP_OCCODE_2002_01_2003,YEMP_OCCODE_2002_01_2004,YEMP_OCCODE_2002_01_2005,YEMP_OCCODE_2002_01_2006,YEMP_OCCODE_2002_01_2007,YEMP_OCCODE_2002_01_2008,YEMP_OCCODE_2002_01_2009,YEMP_OCCODE_2002_01_2010,YEMP_OCCODE_2002_01_2011,YEMP_OCCODE_2002_01_2013
6576,1,8,1984,1,429,1,-4,-4,4720,4050,4020,9620,8960,4220,4220,4220,4220,9130,4220,5510,4220
6577,1,4,1984,1,-5,1,-4,-4,7750,9620,4020,4030,-5,6260,5620,5620,-5,9610,-5,9620,-5
6578,1,2,1983,1,-5,4,-4,-4,4720,4760,4230,6260,-5,6440,6440,-5,4610,4610,-5,4610,-5
6579,2,1,1981,0,429,2,-4,-4,5700,5840,-3,-3,5700,5700,2010,2010,2010,2010,2010,2010,2010
6580,2,1,1984,0,429,2,-4,-4,2600,4110,4050,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4
6581,2,1,1984,0,429,2,-4,5400,-4,-4,-4,3640,3640,3640,3640,3640,3640,3640,3640,3640,3640
6582,2,6,1983,0,-5,2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,4230,-4,-5,-5
6583,1,9,1980,0,429,2,4720,8650,4250,6240,6240,6240,-5,-5,6240,6240,6230,6230,7810,4720,430
6584,2,11,1982,0,429,2,-4,-4,4720,4720,-4,-4,4230,4230,4220,8540,-4,-4,9640,9640,-4
6585,1,9,1984,0,429,2,-4,-4,-4,4250,4250,6420,6420,6420,6420,-5,6420,5100,-5,4940,8740
6586,2,5,1980,0,429,2,-4,-4,4720,4720,4720,4720,4700,5160,5160,5160,5160,5160,5160,940,4720
6587,1,6,1984,0,429,2,-4,-4,-4,-4,4250,4250,6250,4250,6250,6600,6600,4250,6220,9620,4950
6588,2,6,1980,0,429,1,-4,-4,4760,4760,4760,4720,4720,4760,4720,4720,4720,4720,-4,4110,4110
6589,2,2,1982,0,429,1,-4,-4,-4,-4,-4,-4,-4,4220,4220,-4,-4,-4,2340,-4,4600
6590,2,4,1984,0,429,1,-4,-4,-4,4600,-4,-4,-4,4760,4760,-4,-4,-4,4020,4020,4020
6591,2,12,1980,0,429,1,-4,4720,-5,-5,4720,4720,4720,-4,3600,3600,3600,-4,-4,-4,5930
6592,2,8,1984,0,429,1,-4,-4,-4,-4,-4,5620,4510,4510,4720,4720,-4,-4,4510,5260,2720
6593,1,12,1984,0,429,2,-4,-5,-5,-5,-5,-5,-4,-4,6420,4620,4620,4620,4620,4620,4620
6594,2,2,1982,0,-5,2,-4,4760,4760,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6595,1,3,1983,0,429,1,-4,-4,-4,-4,-4,3920,4940,5000,5000,5000,5000,5000,5000,-4,9620
6596,1,3,1984,0,-5,2,-4,-4,-4,-4,-4,9620,9000,-5,4760,-5,-5,4220,-5,-5,-5
6597,1,6,1980,0,429,1,9620,-4,-4,9620,9620,6420,-5,-4,-4,-4,-4,-5,-5,-5,-4
6598,2,9,1982,0,429,2,-4,4760,-4,4050,4050,5300,5700,5400,5400,5700,5700,5700,5400,5240,5400
6599,2,11,1984,0,429,2,-4,-4,-4,-5,-4,-4,4010,4010,4760,4760,5240,-4,-4,5240,4720
6600,1,10,1981,0,-5,2,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6601,2,10,1983,0,429,1,-4,2340,-4,9620,-4,4060,4060,4060,8250,2010,2010,2010,2010,2010,2010
6602,1,2,1980,0,-5,2,4600,9620,-4,5620,5620,3920,3920,6350,6350,6350,6350,6350,6350,-5,-5
6603,2,10,1983,0,429,2,-4,-4,-4,-4,4720,4720,2540,2540,2540,2540,2540,2540,2540,2540,2540
6604,1,8,1984,0,429,2,-4,-4,4720,4720,4400,-5,-5,-4,-3,-3,-3,-3,-3,-4,2630
6605,2,8,1984,0,429,2,-4,-4,-4,4130,4720,4760,4760,3600,3600,5310,5310,5310,5310,5310,5310
6606,1,1,1981,0,429,2,9620,-4,-4,5610,6600,5620,5620,5620,7310,7310,7310,7310,7310,7310,7310
6607,1,6,1983,0,429,2,-4,4220,4720,9610,9620,7620,7620,7620,4940,5840,5700,5100,5100,5400,5400
6608,1,12,1980,0,429,2,9640,9640,7810,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760
6609,1,1,1982,0,429,2,-4,-4,-4,9620,9620,-3,-5,-5,-5,-3,-4,-4,-4,-4,-4
6610,1,3,1983,0,-5,2,-4,-4,-4,-4,-4,4250,4250,-5,3920,-5,-4,-4,-4,-4,-5
6611,1,7,1980,0,-5,2,-4,-4,5610,5610,6130,5610,5610,-5,8650,8650,8650,8650,8650,8650,-5
6612,1,6,1982,0,-5,2,-4,-4,-4,-4,4250,-4,-5,6220,-5,8200,9620,-5,-5,-5,-5
6613,1,3,1984,0,429,2,-4,-4,-4,-4,7620,-4,-4,9510,-5,-4,-4,4950,4950,-4,4720
6614,1,10,1982,0,-5,2,-4,-4,-4,-4,6260,-4,-5,6510,6260,-5,6510,6510,6420,6510,-5
6615,2,11,1984,0,429,2,-4,-4,-4,-4,5860,5510,4760,4720,4720,5240,5240,5240,5400,3650,3650
6616,2,8,1981,0,429,2,-4,-4,5400,5400,5160,5160,5160,5160,730,730,730,730,730,4900,4900
6617,2,5,1984,0,429,2,-4,-4,-4,-4,4020,2140,4230,4230,5160,5160,120,120,120,120,120
6618,2,6,1984,0,429,2,-4,-4,-4,-4,-4,-4,-4,2540,2540,-5,2540,4700,4700,4220,-4
6619,1,6,1984,0,429,2,-4,-4,-4,4130,4130,-4,-4,-4,-4,-4,-4,-4,-4,-4,4530
6620,1,12,1980,0,429,2,-4,4250,4760,1010,5620,5620,5240,5240,520,5620,5620,5620,5620,5620,5620
6621,1,8,1982,0,429,2,-4,9620,-4,5610,9620,9620,5620,6260,6320,6320,6320,7830,8650,8650,8650
6622,1,1,1984,0,429,2,-4,-4,6600,4760,4720,9620,9620,9620,9620,9620,9130,9130,9130,9130,9130
6623,1,12,1981,0,429,2,-4,4220,-4,4720,5240,4720,1040,1040,1040,1110,1110,1110,1110,1110,1110
6624,2,5,1980,0,429,2,-4,-4,-4,2540,2540,2540,5810,5400,5700,5700,5700,50,50,50,430
6625,1,7,1984,0,429,2,-4,-4,-4,-4,4030,5400,8140,5610,5000,5000,9610,9610,9610,9610,9610
6626,2,3,1980,0,429,2,4030,4720,4720,4720,4720,9620,4720,4720,4720,4720,4720,4720,4720,4720,4720
6627,2,2,1982,0,429,2,-4,-4,-4,-4,-4,2860,-4,-4,9120,9120,9120,9120,9120,9120,9120
6628,2,5,1983,0,429,2,-4,-4,-4,-4,4600,5860,5860,9120,9120,9120,9120,9120,9120,9120,9120
6629,2,5,1982,0,429,2,-4,9620,-4,8740,5400,3920,9640,-4,-4,9620,-4,3650,3650,3650,3650
6630,1,3,1983,0,429,2,-4,-4,-4,5240,4620,5160,5160,5160,5240,5240,5240,5240,5240,2700,4700
6631,2,10,1980,0,429,2,-4,-4,3640,3640,3640,4110,4110,4110,50,4040,4040,4040,4040,4040,4040
6632,2,8,1982,0,429,2,-4,-4,-4,5260,5400,5400,-4,4900,5700,5700,230,230,2000,2000,2000
6633,2,10,1982,0,429,2,-4,-4,4720,4720,-5,4720,-5,-5,-5,4110,4110,-4,-5,-5,-4
6634,1,10,1984,0,-5,2,-4,-4,-4,-4,2720,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6635,2,10,1983,0,-5,2,-4,-5,-5,-4,4050,5700,5700,5700,-5,1540,-5,1540,1540,-5,-5
6636,2,1,1982,0,429,2,-4,-4,8810,540,540,540,540,540,5000,5000,5000,5000,4710,120,120
6637,1,7,1981,0,429,2,5820,5820,5700,-5,-5,-5,6440,-5,-5,-5,-5,-5,-5,4720,540
6638,2,4,1984,0,429,2,-4,-4,-4,4720,2020,2540,2540,2540,2330,2330,2330,2330,2330,2330,2330
6639,2,12,1983,0,429,2,-4,-4,-4,5860,-4,5820,4760,4760,4760,4720,4720,-4,-4,-4,-4
6640,1,1,1982,0,429,2,-4,2540,4130,4760,7340,8960,8960,5510,5510,5510,5510,5510,5510,5510,9120
6641,1,10,1980,0,429,2,-4,4020,4760,-5,5620,4760,4760,4760,-5,4760,9620,9620,9620,9620,9620
6642,1,8,1981,0,429,2,-4,-4,-4,-4,5860,5860,5860,5860,5700,4700,4700,4840,4840,-5,4840
6643,1,9,1984,0,-5,2,-4,-4,-4,-4,-4,5620,5620,5620,9130,9620,9620,9620,9620,-5,-5
6644,1,1,1984,0,-5,2,-4,-4,4250,4250,4250,4250,4250,4250,4250,4250,4250,-5,-5,-5,-5
6645,2,12,1983,0,429,2,-4,-4,-4,4720,2910,2910,4760,-4,5260,5260,5160,5160,5160,5160,5160
6646,2,2,1984,0,429,2,-4,-4,-4,-4,-4,5400,5620,5620,5620,-4,-4,4950,4950,4950,4950
6647,1,6,1983,0,429,2,-4,-4,-4,4140,4140,4140,6350,6350,7350,7350,7350,4110,4110,4110,4110
6648,2,9,1984,0,429,2,-4,-4,-4,-4,4110,-4,-4,4760,4760,4760,4760,4760,4760,4700,5160
6649,2,2,1982,0,429,2,-4,-4,-4,-4,4720,4030,4720,5510,-4,9120,9120,9120,9120,9120,9120
6650,2,1,1983,0,429,2,-4,-4,-4,-4,4150,3920,5510,5510,9000,9000,9000,9000,9000,-4,4720
6651,2,8,1984,0,429,2,-4,-4,-4,-4,4720,-4,4720,4720,4220,520,520,4130,4130,4130,9120
6652,2,10,1984,0,429,1,-4,-4,-5,-4,-4,-4,4720,4720,4760,4760,4650,4760,4760,4760,4760
6653,2,5,1982,0,429,2,-4,-4,-4,9640,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
6654,1,3,1984,0,-5,2,-4,8740,-5,5510,5510,-5,-5,-5,4020,-5,-5,-5,4020,-5,-5
6655,1,1,1984,0,-5,2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6656,1,1,1984,0,-5,2,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-5,-5
6657,1,8,1981,0,429,2,-4,-4,5110,-5,5110,5110,5110,4700,4760,5110,5110,5110,5110,5110,5110
6658,1,6,1981,0,429,2,-4,-4,4720,4010,-5,-4,4720,4720,-4,-4,-4,-4,-4,-4,5700
6659,2,7,1983,0,429,2,-4,-4,-4,-4,4600,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4
6660,2,9,1981,0,-5,2,-4,-4,4150,-5,-5,-5,-5,-5,-5,-5,-5,520,-5,-5,-5
6661,1,6,1983,0,429,2,-4,-4,-4,-5,-5,9130,-5,-5,5620,-5,-5,5620,5620,5620,9640
6662,1,12,1984,0,-5,2,-4,-4,-5,-5,-5,4110,-5,-5,-5,-5,5630,-4,-4,8300,-5
6663,2,7,1980,0,429,2,4230,4220,-4,5240,5240,5240,730,730,5700,5700,4850,4850,-4,-4,-4
6664,1,5,1982,0,429,2,9750,-4,9620,9620,9620,9620,9620,4850,4850,160,160,160,6260,-5,-4
6665,2,11,1980,0,429,3,-4,5620,9620,4600,4600,4600,-4,-4,-4,-4,-4,-4,-4,-4,-4
6667,2,8,1981,0,429,2,4600,4720,4720,4010,310,4010,5400,850,5700,350,350,350,350,130,130
6668,1,2,1981,0,429,2,-4,5620,9620,9620,6260,4210,-5,-5,4210,4210,6260,6260,6260,-5,6260
6669,1,1,1983,0,429,2,-4,-4,-4,4820,9620,5620,4720,6230,6230,6230,6230,6230,7200,7200,9350
6670,1,2,1980,0,429,2,-4,8140,8220,-5,-5,9500,7840,8220,7840,8300,4610,4610,-4,-5,4250
6671,2,2,1984,0,429,2,-4,-4,-4,-4,4720,-4,4760,4760,4760,4760,4760,4760,4760,4760,4760
6672,1,1,1981,0,429,2,4760,9600,9620,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,5610,5610
6673,2,5,1982,0,-5,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6674,1,6,1981,0,429,2,-4,4050,4050,4050,4050,4010,4010,4010,310,4010,4010,4010,4010,4010,4010
6675,1,1,1980,0,429,2,4950,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9130
6676,1,6,1981,0,429,2,4220,4020,6440,520,-5,-3,-3,4240,6440,5240,9130,9130,9130,9130,9130
6677,1,5,1980,0,429,2,-4,7720,-4,9130,6240,9130,9130,9130,7340,7340,5610,5610,5610,5610,2750
6678,2,2,1981,0,-5,2,-4,-5,-4,-4,-4,5840,-4,5620,-5,-5,-5,-5,-5,-5,-5
6679,1,6,1982,0,-5,2,-4,-4,4250,-4,-3,-3,-3,5000,5000,9620,5930,5930,-5,5930,-5
6680,1,5,1980,0,-5,2,4020,9620,9750,4720,6420,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6681,1,3,1982,0,429,2,-4,-4,4420,-4,8220,6420,5620,6260,6260,8140,8140,8140,6420,530,530
6682,2,3,1980,0,429,2,-4,-4,8800,-4,-4,5620,4760,4760,4760,4760,4760,-4,-4,-4,8740
6683,1,12,1983,0,429,2,-4,-4,-4,5620,-4,4060,4060,4720,9130,2000,2000,2000,2000,2000,2000
6684,1,10,1980,0,429,2,-4,-4,5510,5620,7120,5620,4220,2720,5620,5620,5620,5620,5620,5620,5620
6685,1,4,1982,0,429,1,-4,-4,7200,9620,4220,9620,9620,9620,9620,9620,7020,7020,7020,7020,1550
6686,1,3,1984,0,-5,1,-4,-4,-4,-4,-4,5620,-5,5620,5620,-5,-5,-5,5620,5620,-5
6687,2,2,1980,0,429,1,4600,6420,2630,4620,4620,4430,4600,2340,2340,2340,2300,-4,-4,-4,4610
6688,2,8,1983,0,429,1,-4,-5,6240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4610
6689,2,11,1983,0,429,2,-4,-4,4600,5700,4430,-4,4230,-4,-4,-4,-4,4610,4610,-4,-4
6690,1,11,1981,0,429,1,-4,-4,-4,3920,4720,-5,-5,-5,-5,7200,-5,4720,4720,4720,9360
6692,2,10,1980,0,429,2,-4,5260,5260,5260,-4,2540,2540,5120,5120,2540,4110,4110,4600,3130,3130
6693,1,2,1983,0,429,1,-4,-4,-4,4760,4760,4720,4720,4720,4700,3800,3800,3800,3800,3800,3800
6694,1,3,1982,0,429,2,-4,-4,-4,4600,4600,9620,9620,9620,-4,-4,9620,9620,9620,-4,-4
6695,1,7,1980,0,-5,2,-4,7750,7750,7900,7900,7900,7900,7900,1010,1010,1540,1540,1540,1540,-5
6696,2,10,1983,0,429,2,-4,-4,-4,-4,4720,4720,4760,8740,-5,8740,4720,4720,4020,4720,7700
6697,1,12,1984,0,429,2,-4,-4,-4,-4,-4,9610,5620,3520,-5,4420,9610,4130,9610,9610,-4
6698,2,11,1980,0,-5,2,-4,4720,-5,2300,2300,5310,-5,-5,-5,-5,-5,-5,-5,-5,-5
6699,1,1,1982,0,429,2,-4,-4,4720,9130,9130,6440,6260,7330,7330,7330,7330,7330,430,430,430
6700,2,9,1982,0,429,2,-4,-4,-4,4760,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5240
6701,1,9,1984,0,429,2,-4,-4,-4,-4,-4,5610,5610,9620,9150,9150,7310,-4,-4,9620,9620
6702,1,8,1981,0,-5,2,4250,-4,4720,4720,4720,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
6703,1,4,1980,0,429,2,2630,5240,6440,-5,-3,-5,-3,-3,-3,-5,-3,-3,-3,-3,-3
6704,1,11,1981,0,429,2,-4,-4,5120,-5,5120,4650,4650,4320,4650,4650,4650,2820,2820,2820,-4
6705,1,8,1982,0,429,2,6260,-4,-4,6420,-5,9990,9600,4760,-5,-5,-5,-5,-5,6260,6260
6706,2,1,1982,0,429,2,-4,4960,5400,4940,2540,2540,2540,2540,2540,2540,3230,3230,3230,3230,3230
6707,2,2,1981,0,429,2,-4,4720,4760,4720,3300,5810,3650,3650,3650,5400,620,5400,3650,3650,3650
6708,1,2,1982,0,429,2,4760,-4,4900,4150,-3,-3,-5,9600,9600,9600,9600,9600,9600,9600,5610
6709,1,3,1981,0,429,2,4220,-4,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220,4220
6710,1,8,1982,0,429,2,4220,4220,4220,4220,-5,-5,-5,-5,-4,7810,7810,7810,7810,7810,7810
6711,2,4,1980,0,-5,2,4760,-4,-5,-5,-5,-5,-5,7750,-5,-5,-5,8740,-5,-5,-5
6712,2,3,1983,0,-5,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6713,2,12,1982,0,-5,2,-4,-5,-4,4720,-4,4430,7750,8140,8140,8140,8140,8140,8140,8140,-5
6714,2,4,1980,0,429,2,-4,-4,-4,3650,5250,5840,5840,5840,5840,5840,5840,5400,5400,5400,5400
6715,1,9,1981,0,-5,2,-4,-4,-4,9640,9640,-5,6420,6330,6330,6330,-5,-5,6330,-5,-5
6716,2,6,1981,0,429,2,4250,5930,-4,-4,4030,2310,2010,2010,2010,2010,2010,2010,2010,2010,2010
6717,1,7,1981,0,429,2,-4,-4,4950,4600,5620,5240,6350,6350,3650,3650,3650,3650,-4,-4,4610
6718,2,2,1984,0,-5,2,-4,4220,4220,4220,9620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6719,1,1,1984,0,429,2,-4,-4,-4,-4,-4,-4,5810,9620,4720,2720,2720,2720,2720,2720,2720
6720,1,4,1980,0,429,2,4760,4760,4760,4700,1000,1000,1000,1040,1040,7010,7010,7010,7010,2630,2630
6721,2,6,1981,0,429,2,-4,-4,4050,4050,5860,5860,5860,5250,5250,5250,5250,5250,5250,5250,5250
6722,2,9,1980,0,-5,2,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6723,1,8,1983,0,-5,2,-4,-4,4220,4020,4020,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5
6724,1,9,1984,0,429,2,-4,-4,8930,-4,8360,6350,-5,9620,6520,6520,6520,6520,5100,5100,9630
6725,2,3,1981,0,-5,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6726,1,3,1984,0,-5,2,-4,-4,-4,7750,5860,9620,9620,9620,9620,9620,9620,9620,9620,8740,-5
6727,2,5,1980,0,429,2,-4,4720,4720,3650,3650,4600,4600,4600,4600,4600,4600,-4,4720,4720,4720
6728,1,7,1981,0,429,2,-4,-4,8800,4720,4720,9620,9620,4220,4220,4220,4220,4220,4720,4720,4720
6729,1,11,1984,0,429,2,-4,-4,-4,-4,4720,4720,9620,7260,7260,7260,7260,4700,4700,4700,4700
6730,2,1,1984,0,429,2,-4,-4,-4,-4,-4,4220,4760,4760,4760,4760,4760,4700,4700,4700,4700
6731,2,5,1981,0,-5,1,4620,9620,-4,2340,2340,2340,2310,2310,2310,-5,-5,-5,-5,-5,-5
6732,1,10,1984,0,429,1,-4,-4,-4,-4,5620,4650,4650,4650,-4,8740,8740,2600,4230,1020,1020
6733,1,8,1980,0,429,1,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,6230,6230,-5,4850,4850
6734,1,11,1984,0,429,2,-4,-4,-4,-4,2630,9620,9620,7810,7810,7810,7810,7810,7810,7810,7810
6735,2,12,1981,0,429,2,-4,4430,4150,-4,5820,-4,-4,-4,4600,4600,4600,-4,-4,-4,4610
6736,2,11,1984,0,429,2,-4,-5,-5,-5,-5,-5,-5,4760,-5,-5,5620,5620,-5,2540,3600
6737,2,4,1982,0,-5,2,-4,5700,5700,5700,-5,2340,5700,-5,620,620,620,620,620,-5,-5
6738,1,12,1980,0,429,2,-4,4220,4220,4220,2540,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850
6739,1,9,1983,0,429,2,-4,-4,-4,-4,-4,7610,7610,7610,6700,6700,6700,6700,6700,6700,6700
6740,1,7,1980,0,429,2,9610,9610,9610,8300,5510,2540,2540,4850,-5,-5,-5,-5,4850,-5,4710
6741,2,9,1984,0,429,2,-4,-4,-4,-4,-3,4130,-4,-4,4110,4120,4120,4120,-4,4110,4110
6742,1,7,1984,0,-5,2,-4,-4,-4,-4,-4,-4,-4,4130,4130,4050,4050,-4,-4,3920,-5
6743,1,6,1984,0,429,2,-4,-4,-4,-4,4950,-4,-4,4720,4720,7800,4720,4030,9120,8800,5910
6744,1,4,1981,0,429,2,6350,4720,6600,9840,9840,3600,3600,3600,3600,3920,3920,3920,9140,9140,4950
6745,1,4,1983,0,429,2,-4,-4,6600,3650,6600,6260,220,220,6350,6350,6350,6350,6350,6350,6350
6746,2,1,1984,0,429,2,-4,-4,-4,-4,-4,-4,-4,-4,4600,4600,-4,2540,2540,2540,2540
6747,1,4,1980,0,-5,2,-4,9150,9150,5600,5610,5610,5610,-5,4750,4750,4750,4850,-5,-5,-5
6748,2,4,1982,0,429,2,4600,4720,5610,430,430,-4,4420,-5,5700,5700,-4,-4,-4,410,410
6749,2,6,1983,0,429,2,-4,5700,4720,4720,4760,9620,110,110,110,110,5930,5930,710,5120,5120
6750,2,1,1981,0,429,2,-4,-4,8740,140,-4,5100,3650,3130,3650,3650,3650,3650,-4,3650,3650
6751,2,3,1983,0,429,2,-4,-4,-4,9620,6050,-4,-4,4720,9620,5120,5120,5120,4720,4720,5000
6752,2,7,1980,0,429,2,-4,-4,5140,4350,2820,2820,-4,-4,-4,-4,-4,2300,-4,-4,-4
6753,2,10,1984,0,429,2,-4,-4,-4,-4,-4,-4,9620,3600,3600,-4,-4,-4,-4,4610,5110
6754,2,9,1981,0,429,2,-4,-4,-4,8960,4950,520,520,5000,5000,5000,5610,5610,5610,5610,9990
6755,1,1,1984,0,429,2,-4,-4,-4,-4,-4,5620,-4,4760,4760,4760,4760,4760,-4,6260,3130
6756,2,4,1984,0,429,2,-4,-4,-4,4030,-4,-3,-3,-3,-3,2340,5700,-4,-4,-4,3060
6757,2,6,1984,0,429,2,-4,-4,-4,4150,4350,4350,4350,4350,4350,4350,4350,4110,430,4110,4110
6758,1,10,1981,0,-5,2,5260,5700,1110,-5,1110,20,-5,-5,-5,-5,-5,-5,-5,-5,-5
6759,1,1,1980,0,429,2,4020,4720,4700,4700,4700,4700,4710,4710,4710,4710,5620,5000,5000,5000,5000
6760,2,10,1981,0,429,2,-4,4400,4760,4720,4010,-5,520,520,4600,-4,520,520,-4,-4,-4
6761,1,1,1983,0,429,2,-4,-4,-4,-4,9130,9140,5620,9140,4460,4460,4460,4460,7750,4460,5600
6762,1,6,1983,0,429,2,-4,-4,-4,7750,6420,6260,6260,-4,4020,7340,9130,4140,4720,9610,6040
6763,2,4,1982,0,429,2,-4,-4,-4,4230,-4,-4,-4,-4,4720,4720,4760,4760,4760,-4,4600
6764,1,6,1980,0,-5,2,-4,5620,5400,5400,5400,1100,1000,1000,-5,-5,-5,-5,-5,-5,-5
6765,2,4,1984,0,429,2,-4,-4,-4,4720,4760,5900,5900,5900,5900,800,800,800,800,800,800
6766,2,7,1980,0,429,2,-4,-4,4720,4720,4720,5860,5860,5860,5860,5860,5860,5860,5860,4710,4710
6767,1,4,1983,0,429,2,-4,-4,4420,4420,4420,-4,-4,5330,5330,2340,2540,2310,2310,2310,2310
6768,1,9,1984,0,429,2,-4,-4,-4,4110,4110,8710,8710,8710,8710,8710,8740,7700,7700,7700,9130
6769,2,7,1980,0,429,2,-4,4760,4760,4760,4760,5620,-5,5620,5620,5840,5840,5240,5240,5240,5240
6770,1,6,1983,0,429,2,-4,-4,4430,5240,4760,4760,6260,5260,5260,-5,3850,3850,3850,3850,3850
6771,2,12,1980,0,429,2,4720,4060,-4,910,-5,-5,-5,5240,5240,5240,5240,5240,5240,-5,3240
6772,1,5,1983,0,429,2,-4,-4,-4,-4,5620,4600,4600,4600,4600,9620,9620,9620,9620,8960,7950
6773,1,4,1984,0,429,2,-4,-4,4140,5240,-4,4760,9620,9130,5610,5610,4850,4850,4850,4850,9140
6774,2,8,1984,0,429,2,-4,-4,-4,-4,-4,5620,5260,5240,5240,5240,5240,5240,5240,5240,5240
6775,2,7,1982,0,429,2,-4,-4,-4,-4,-4,-4,4720,9620,5400,5400,4720,4720,620,620,620
6776,2,11,1981,0,429,2,-4,-4,-4,5400,5400,5820,4600,4600,4600,4600,4600,4600,4600,-4,-4
6777,2,7,1983,0,429,2,-4,-4,4720,4720,-4,4720,4810,-5,4810,4810,4810,4810,4810,-4,-4
6778,1,9,1984,0,-5,2,-4,-4,-4,5620,5610,4720,4720,4220,5620,-5,5620,5620,-5,-5,-5
6779,1,1,1982,0,429,2,-4,4720,4760,3920,3920,4030,9360,4960,4960,2630,6260,3920,6230,6230,6260
6780,1,12,1983,0,429,2,-4,-4,4220,5620,4720,7200,7200,-5,6230,620,620,3920,6230,6230,6230
6781,2,9,1981,0,429,2,-4,-4,4720,4720,4720,-4,-4,2300,4600,4600,4600,2310,2310,2310,2310
6782,2,9,1984,0,429,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,5700,1810,1810,50,8740
6783,1,9,1980,0,429,2,-4,9620,7750,9620,9620,8650,9600,7750,9600,9600,9620,9620,9620,9620,9620
6784,1,1,1984,0,429,2,-4,-4,-4,9130,9130,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610
6785,2,2,1981,0,429,2,-4,-4,4720,4720,4720,4720,5410,5520,5520,5520,5520,5520,5520,5520,5600
6786,2,10,1982,0,429,2,-4,-4,4720,4720,5400,5400,5600,5920,5620,5620,5410,5410,5410,-4,-4
6787,1,3,1984,0,429,2,-4,-4,4030,4030,4030,4720,4720,-5,9600,9600,9600,9600,9130,9130,9130
6788,2,7,1981,0,429,2,-4,-4,-4,-4,4850,-4,9620,4750,4110,5400,5400,-4,5620,4140,5610
6789,1,4,1984,0,429,2,-4,-4,-4,-4,-4,9640,9640,9600,-5,4750,5620,5620,5620,5620,5620
6790,1,2,1984,0,429,2,-4,-4,-4,5620,-4,-4,6510,9620,6230,4600,4050,4250,9620,9600,9600
6791,2,10,1982,0,429,2,-4,-4,4110,-4,3600,-4,4230,4230,4230,-4,-4,3600,3600,3600,3600
6792,1,7,1984,0,429,2,-4,-4,-4,-4,-4,5240,5240,4960,4840,2630,2630,2910,2910,4760,4760
6793,2,11,1981,0,429,2,-4,4720,-4,5240,4760,5700,5860,-5,-5,-5,-5,-5,-5,4960,4960
6794,2,5,1981,0,-5,2,-4,-4,5700,5700,5700,5700,5700,-5,-5,-5,-5,-5,-5,-5,-5
6795,2,4,1984,0,429,2,-4,-4,-4,-4,4760,4760,3920,5810,3920,3920,3920,3920,2550,3800,3800
6796,1,6,1984,0,429,2,-4,-4,-4,4720,4720,4720,3740,3740,3740,3740,3740,3740,7200,7200,7200
6797,1,12,1982,0,429,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,4760,7750,4140,4020,4140
6798,1,9,1982,0,429,1,-4,-4,4010,4010,4010,4030,4030,620,620,620,5240,5240,5240,2140,2140
6799,2,3,1981,0,429,2,-4,-4,-4,-4,4510,4520,4520,4520,4510,4520,4520,4520,-4,4510,4720
