A0002500,R0000100,R0214700,R0214800,R0828000,R0945300,R1255700,R1650500,R1923100,R2317900,R2525700,R2924700,R3127400,R3523100,R3728100,R4193700,R4587901,R5270900,R6473700,R6592900
VERSION_R25_2012,CASEID_1979,SAMPLE_RACE_78SCRN,SAMPLE_SEX_1979,CPSOCC80_1982,CPSOCC80_1983,CPSOCC80_1984,CPSOCC80_1985,CPSOCC80_1986,CPSOCC80_1987,CPSOCC80_1988,CPSOCC80_1989,CPSOCC80_1990,CPSOCC80_1991,CPSOCC80_1992,CPSOCC80_1993,CPSOCC80_1994,CPSOCC80_1996,CPSOCC80_1998,CPSOCC80_01_2000
445,311,3,1,579,579,579,579,579,19,579,579,579,579,579,579,579,19,19,19
445,312,3,2,274,276,-4,405,405,-4,-4,468,-4,389,385,313,313,377,389,389
445,313,3,1,889,885,885,769,769,777,728,787,719,719,715,779,779,856,754,754
445,314,3,2,-4,405,276,-4,-4,-5,389,-4,-4,274,274,274,274,453,336,-5
445,315,3,1,453,687,437,437,436,433,437,687,-4,19,19,-4,-4,437,437,437
445,316,3,1,885,889,889,804,883,364,859,856,856,856,856,883,883,804,804,804
445,317,3,1,477,479,558,558,475,477,475,477,477,477,477,477,477,477,477,477
445,318,3,1,689,889,547,549,547,567,567,567,567,563,869,567,567,567,567,567
445,319,3,2,207,95,95,95,95,-5,95,95,95,95,95,95,95,95,95,95
445,320,3,1,777,57,424,-5,58,59,58,575,58,58,226,58,58,58,58,58
445,321,3,2,487,487,86,86,95,95,95,95,95,95,95,95,95,95,-5,95
445,322,3,2,225,203,487,487,487,487,487,385,338,313,-4,-4,-4,-4,-4,-4
445,323,3,1,567,558,563,567,567,588,889,869,563,567,19,567,567,567,567,567
445,324,3,1,-4,438,-4,869,-4,588,588,588,-4,-4,588,563,588,869,558,558
445,325,3,1,889,438,486,486,869,23,869,869,-4,-4,-4,-4,-5,-5,-5,-5
445,326,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,327,3,2,-4,195,195,197,316,389,274,189,19,19,364,243,186,186,19,243
445,328,1,1,-5,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,329,1,1,877,-4,-4,437,444,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,330,1,1,-5,453,453,889,784,-4,439,443,-4,-4,-4,-4,785,436,-5,-5
445,331,1,1,437,437,-4,-4,805,-4,-4,435,436,436,-4,-4,-4,436,436,263
445,332,1,1,-5,877,364,365,389,549,547,549,503,19,243,19,435,436,889,889
445,333,2,2,316,389,316,19,316,316,27,5,375,5,375,253,376,5,5,5
445,334,2,1,-4,-4,-4,458,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,335,2,2,744,744,744,319,275,319,319,373,-4,319,264,667,-4,744,666,666
445,336,2,1,-5,877,805,573,-4,-4,-4,-4,-4,-4,159,-4,889,856,453,686
445,337,2,1,-4,-4,-4,869,426,444,747,748,403,747,747,748,-3,747,747,-4
445,338,2,2,-4,-4,313,383,313,105,19,253,339,25,25,174,174,377,25,25
445,339,2,2,-4,-4,405,405,405,-4,-4,449,748,-4,-4,-4,-3,-4,453,453
445,340,2,2,-4,-4,-4,444,444,444,276,-4,444,-4,-4,276,-4,276,243,243
445,341,3,2,195,195,195,195,195,789,195,195,-5,195,195,195,195,-5,195,-5
445,342,3,1,466,435,424,387,59,59,59,56,59,59,213,216,59,59,59,59
445,343,2,2,447,447,438,449,447,437,444,436,435,443,446,447,207,95,407,407
445,344,3,2,313,313,313,313,243,315,313,313,313,-4,308,-4,313,-4,-4,-4
445,345,2,2,185,159,138,-3,195,195,-5,-5,-5,-5,194,197,-4,-5,-5,-5
445,346,3,1,434,434,253,486,436,19,19,19,19,19,433,433,433,19,805,19
445,347,3,2,447,447,447,364,387,254,376,316,-4,276,389,276,276,276,276,157
445,348,3,1,563,567,558,588,563,563,19,558,19,869,19,35,35,563,19,558
445,349,3,1,567,567,567,567,567,567,19,19,19,19,558,19,19,19,558,558
445,350,3,1,804,486,889,469,869,567,567,567,567,567,569,567,567,567,558,558
445,351,3,1,363,363,338,364,148,148,158,159,33,148,148,159,159,19,687,687
445,352,3,2,23,315,375,27,27,27,373,253,375,375,313,375,375,376,36,36
445,353,3,1,589,769,589,589,589,589,589,759,589,589,589,589,589,589,676,426
445,354,3,2,19,389,253,375,23,389,337,315,375,253,65,-4,-4,-4,276,276
445,355,3,1,436,877,365,329,308,308,308,308,363,304,37,307,307,19,779,19
445,356,3,1,885,885,563,885,885,869,366,366,366,366,366,366,366,366,366,366
445,357,3,1,389,376,376,799,426,25,19,243,337,19,416,417,417,417,417,417
445,358,3,1,777,777,453,453,-5,424,418,418,418,418,418,427,414,414,414,414
445,359,3,2,276,435,435,274,313,307,27,27,327,19,379,19,19,243,13,13
445,360,3,2,337,225,315,76,75,215,73,74,59,76,195,195,235,-4,-4,-4
445,361,3,1,313,315,194,194,194,194,389,195,19,13,5,195,195,195,-5,15
445,362,3,1,405,186,885,885,435,805,275,883,804,268,-4,-4,-4,174,447,453
445,363,3,2,274,434,313,313,434,276,243,-4,243,435,-4,-4,-4,453,453,-4
445,364,3,1,777,756,19,19,19,444,278,274,259,274,33,33,33,29,9,13
445,365,3,2,435,313,253,253,313,313,-4,-4,-5,-4,-5,277,-5,-4,-4,468
445,366,3,1,365,276,389,579,444,7,13,25,25,229,255,255,255,255,166,-5
445,367,3,2,195,195,195,194,194,195,194,195,195,183,194,195,184,195,195,195
445,368,2,2,453,335,315,315,178,7,25,25,25,7,323,323,323,323,379,379
445,369,3,2,319,253,19,19,375,379,37,379,375,375,376,253,253,253,-4,-4
445,370,3,2,198,365,363,363,889,363,285,257,23,274,19,243,256,468,468,-4
445,371,3,2,433,433,-5,-5,389,19,318,274,-4,276,264,-4,-4,313,-5,-5
445,372,3,1,274,558,19,364,19,28,33,9,33,19,19,19,19,19,303,23
445,373,3,2,389,308,337,274,274,274,-5,376,-4,-4,376,376,376,376,376,376
445,374,3,2,337,337,389,337,-4,-4,-4,-4,453,194,318,19,19,339,339,339
445,375,3,1,777,883,684,637,756,647,-5,567,804,19,567,567,567,567,869,558
445,376,3,1,777,777,224,696,869,869,889,869,588,869,869,486,865,865,869,869
445,377,2,1,457,457,457,883,457,457,457,457,457,457,457,457,567,567,567,567
445,378,2,1,783,579,783,889,783,783,783,783,783,783,633,783,783,783,783,19
445,379,2,2,777,-4,-4,-4,-4,-4,-4,-4,446,447,446,-4,-5,-4,-4,-5
445,380,2,1,805,804,804,804,804,804,-4,-4,887,804,804,804,804,804,-4,883
445,381,2,1,229,308,229,308,308,308,308,304,308,308,308,308,304,304,19,19
445,382,2,2,877,-4,-4,375,385,315,315,315,315,315,313,315,313,385,-5,-5
445,383,2,1,856,363,363,558,558,558,558,633,-5,706,19,-5,-5,-5,869,-5
445,384,2,1,785,785,777,417,417,417,416,417,417,417,417,417,417,-5,-5,-5
445,385,2,2,308,315,385,389,379,379,313,337,338,338,774,347,344,337,309,375
445,386,2,2,313,315,315,313,314,315,319,314,315,379,315,313,314,314,379,379
445,387,2,1,453,-4,437,514,444,439,436,444,364,364,436,889,453,875,444,889
445,388,2,2,-4,-4,466,447,95,95,95,95,95,-4,-4,-4,95,95,95,95
445,389,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,339,385,203,208,446,-5
445,390,2,2,444,-4,-4,-4,453,889,-4,747,-4,-4,-4,-4,-4,754,888,-4
445,391,2,2,276,-4,405,406,-4,-4,319,434,808,808,808,808,808,808,808,808
445,392,3,1,634,634,547,634,634,634,785,645,785,633,558,633,633,676,633,633
445,393,3,1,643,634,704,634,634,634,645,634,634,703,37,634,634,633,217,19
445,394,2,1,-4,785,-4,453,453,-4,-4,-4,888,-4,-4,486,448,356,-5,-5
445,395,2,2,-4,469,748,748,785,386,356,888,-4,-4,-4,356,356,276,373,-4
445,396,2,1,468,869,444,438,435,438,439,436,436,439,433,436,436,436,436,436
445,397,2,2,-4,-4,405,-4,-4,-4,-4,277,-4,-4,-4,-4,-4,-4,453,449
445,398,2,1,877,777,785,785,-5,785,888,754,-4,-4,-4,-4,-4,-4,683,-4
445,399,3,2,706,384,637,689,689,337,-4,199,156,138,138,159,157,159,156,156
445,400,3,2,754,389,308,185,229,797,214,59,59,59,59,59,59,56,59,59
445,401,3,2,383,-4,-4,406,435,435,468,435,435,435,435,435,435,435,435,-3
445,402,3,2,435,435,433,444,433,19,19,19,19,19,433,-4,-4,-4,-4,-4
445,403,3,1,453,479,885,759,637,637,364,486,453,453,453,213,213,573,407,889
445,404,3,1,634,705,889,595,785,547,595,595,595,-5,-5,-5,-5,-5,-5,-5
445,405,3,2,447,447,447,435,434,433,434,434,435,434,434,434,276,877,877,447
445,406,3,1,804,889,777,777,777,777,779,759,777,779,777,777,777,267,267,29
445,407,3,2,777,199,435,468,174,163,389,19,19,8,15,27,15,9,253,253
445,408,3,1,637,634,547,516,547,518,518,518,505,547,547,518,518,518,535,159
445,409,3,1,657,657,567,657,23,23,8,19,19,14,13,14,14,19,19,19
445,410,3,1,-4,869,777,734,734,734,777,734,734,734,734,734,734,576,576,576
445,411,3,1,766,453,453,453,804,405,579,869,865,804,777,869,589,514,514,575
445,412,3,1,365,595,-4,-4,-4,-4,595,19,573,869,567,19,19,585,534,453
445,413,3,1,547,453,805,889,823,825,825,844,825,823,825,825,825,486,-5,-5
445,414,3,2,405,405,405,405,313,313,468,406,-4,-4,468,468,468,468,468,468
445,415,3,1,877,653,869,869,653,243,653,-5,534,633,534,19,534,534,534,19
445,416,3,2,204,204,445,204,445,204,85,206,-4,-4,-4,-4,-4,-4,-4,174
445,417,3,1,505,243,274,19,243,274,19,19,19,19,19,503,503,779,779,779
445,418,3,2,274,274,805,389,19,434,434,434,435,434,436,435,435,435,23,313
445,419,3,1,877,686,686,888,597,686,686,495,748,748,748,869,597,686,686,686
445,420,3,1,453,877,365,889,438,889,-4,-4,-4,-4,-5,-4,804,806,806,804
445,421,3,1,147,-5,163,176,176,176,176,176,176,176,176,176,176,176,-5,176
445,422,3,1,156,156,389,869,869,217,43,43,43,43,43,43,43,43,43,43
445,423,3,2,278,307,313,197,177,177,174,159,147,19,163,159,177,176,176,176
445,424,3,1,596,888,596,596,596,596,653,596,653,653,374,653,653,653,596,704
445,425,3,2,-4,-4,-4,405,468,-4,264,243,264,319,254,254,254,234,406,376
445,426,1,1,785,684,637,505,516,549,637,505,549,505,777,505,505,549,637,637
445,427,3,2,-5,-5,-5,256,-5,33,256,-5,-5,13,-5,-5,-5,13,-5,-5
445,428,3,2,307,313,-4,-4,-4,-4,406,468,-4,453,449,407,407,407,407,-5
445,429,3,1,386,166,223,-5,255,7,25,255,25,7,7,-5,-5,-5,-5,-5
445,430,3,1,883,579,458,458,458,458,19,456,458,458,458,458,458,-5,-5,-5
445,431,3,2,313,308,315,347,308,315,15,315,389,315,37,64,304,304,229,229
445,432,3,1,453,453,453,777,759,453,754,599,754,869,869,889,779,779,779,-5
445,433,3,1,877,877,365,888,749,364,364,869,785,453,805,889,486,547,547,733
445,434,3,1,365,877,769,769,769,777,777,418,418,418,418,418,418,418,418,418
445,435,3,1,637,777,-5,869,567,777,777,779,755,518,547,637,637,518,549,549
445,436,3,2,389,315,276,274,274,276,274,276,274,274,275,274,274,888,19,19
445,437,3,2,274,274,365,877,365,274,365,877,276,365,276,365,877,877,365,365
445,438,3,2,-4,-4,313,319,337,23,379,327,319,379,319,319,319,19,19,889
445,439,3,2,447,-4,163,348,95,207,95,95,95,95,95,95,95,95,95,95
445,440,3,1,777,777,777,777,719,859,563,777,777,785,787,777,-5,-5,-5,-5
445,441,3,1,479,659,684,883,453,453,505,779,887,885,514,889,889,889,365,243
445,442,3,2,138,387,163,274,888,588,364,878,468,453,453,453,453,387,26,26
445,443,3,1,-4,-4,-4,-4,658,733,658,376,658,657,658,733,733,657,657,657
445,444,3,2,274,889,389,376,316,156,-3,319,379,468,406,186,186,186,277,186
445,445,3,1,805,365,365,376,275,486,274,274,486,274,263,263,263,263,376,263
445,446,3,2,-4,447,447,447,-4,-4,447,-4,-4,-4,-4,-4,447,447,-4,447
445,447,3,1,-4,453,889,689,708,889,547,547,549,796,-5,549,549,-5,-5,804
445,448,3,1,-4,-4,439,444,437,437,436,436,437,436,436,436,439,436,436,436
445,449,3,2,445,445,445,445,445,313,85,445,313,445,313,204,445,445,445,445
445,450,3,1,486,877,558,243,235,-5,-5,319,319,348,353,348,348,348,348,348
445,451,3,1,479,479,856,487,479,479,479,805,804,804,805,804,856,856,804,-5
445,452,3,2,435,438,438,337,389,229,344,19,156,468,337,468,379,313,313,159
445,453,3,1,547,-5,-5,-5,-5,-5,-5,756,804,804,804,804,804,804,804,-5
445,454,3,2,365,877,364,364,364,-4,203,216,203,235,78,225,78,208,313,319
445,455,3,2,276,274,-4,134,264,87,677,87,446,87,87,87,87,84,87,87
445,456,3,1,159,159,159,157,159,138,156,156,34,19,37,19,34,34,156,156
445,457,3,1,364,434,243,274,13,558,13,243,13,259,19,243,243,243,13,13
445,458,3,2,365,274,274,274,156,159,156,155,156,156,156,155,155,156,156,156
445,459,3,2,276,217,225,57,225,44,59,56,59,64,44,56,-4,-4,-4,-4
445,460,3,2,315,383,383,383,389,389,309,316,308,376,376,308,308,25,316,255
445,461,3,1,198,186,19,14,55,523,523,213,523,19,187,523,523,187,187,187
445,462,3,2,274,253,389,253,253,19,7,7,7,7,7,7,7,7,19,19
445,463,3,1,777,777,347,777,777,-5,433,435,198,435,436,469,435,434,-5,434
445,464,3,1,243,365,777,274,268,274,259,259,259,259,268,259,259,13,19,13
445,465,3,2,339,276,276,276,383,383,383,383,383,383,383,383,383,27,7,383
445,466,3,1,869,869,446,208,-5,889,889,777,567,777,779,779,859,633,159,156
445,467,3,2,315,378,313,-5,-5,-5,-5,435,435,435,443,435,435,435,435,435
445,468,3,1,275,19,19,433,308,308,19,229,304,19,19,19,19,19,197,197
445,469,1,1,436,869,-5,-4,-4,785,365,-5,269,877,877,453,243,243,876,876
445,470,3,1,-4,-4,505,505,547,756,768,709,768,869,589,567,589,589,518,518
445,471,3,2,276,276,276,337,337,337,96,96,313,446,438,208,446,446,446,446
445,472,3,2,888,777,276,438,276,335,276,274,276,274,365,276,365,365,274,274
445,473,3,1,-5,856,-4,804,-5,-5,805,-4,889,785,849,889,709,709,-5,-5
445,474,3,2,339,335,777,888,777,229,339,339,339,339,-4,-4,364,19,19,19
445,475,3,2,-4,319,389,437,276,276,406,406,406,468,274,274,274,274,274,274
445,476,3,2,-4,405,405,365,405,406,406,406,468,-4,-4,-4,-4,-4,-4,444
445,477,3,1,-4,-4,706,19,777,708,558,19,889,785,785,364,856,869,703,703
445,478,3,2,-4,-4,276,277,277,-4,785,744,19,769,-4,277,277,277,-4,277
445,479,3,1,444,-4,-4,-4,-4,-4,427,426,426,426,426,426,426,654,653,653
445,480,3,1,777,459,199,307,174,174,174,174,174,174,174,377,417,417,417,417
445,481,3,1,189,223,178,178,178,178,178,313,234,178,178,178,178,178,178,178
445,482,3,1,889,-4,486,113,389,235,224,56,337,59,59,59,59,59,59,59
445,483,3,1,633,883,744,364,783,777,706,633,307,19,783,633,19,597,783,363
445,484,3,1,777,777,889,453,585,585,585,585,585,585,585,486,585,585,585,585
445,485,3,2,276,389,389,313,445,275,445,313,313,-4,-4,468,468,444,444,444
445,486,3,1,885,505,505,243,365,19,19,274,274,259,274,806,806,257,257,255
445,487,3,2,276,-4,438,314,389,378,313,313,313,313,313,313,313,313,313,253
445,488,3,1,436,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,438,276,276,354,354
445,489,3,1,309,217,689,215,65,36,59,56,-5,57,57,19,19,56,56,633
445,490,3,1,777,785,777,689,869,889,599,869,785,-5,-5,-5,-5,-5,-5,-5
445,491,3,2,434,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458
445,492,3,2,389,337,337,337,204,204,204,445,-4,-4,-4,-4,-4,-4,-4,-4
445,493,3,1,389,276,813,526,558,787,889,878,599,599,856,599,19,599,599,599
445,494,3,2,437,434,275,313,-5,313,379,313,315,379,379,313,313,313,313,313
445,495,3,2,19,433,444,438,436,-4,-4,-4,-4,468,436,436,313,383,336,383
445,496,3,2,437,438,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
445,497,3,1,447,453,-5,453,453,453,-5,547,-5,-5,-5,-5,-5,-5,-5,-5
445,498,3,1,889,869,-5,567,534,534,-5,-5,653,653,596,596,653,534,378,-5
445,499,3,2,-4,-4,-4,308,405,453,407,469,407,449,449,453,319,316,319,329
445,500,3,2,319,348,319,313,375,389,-5,-5,375,376,375,319,319,-5,253,-5
445,501,3,2,446,468,155,159,446,143,-5,143,156,158,158,156,156,156,156,158
445,502,3,1,527,55,235,529,529,529,235,235,373,259,14,19,303,303,19,19
445,503,3,2,-4,-4,-4,-4,-4,-4,406,-4,-4,-4,-4,-4,-4,468,14,14
445,504,3,2,-4,-4,706,706,-5,364,364,435,435,-4,-4,-4,-4,387,444,-5
445,505,3,1,783,684,805,883,883,883,883,-5,889,859,883,883,883,883,883,804
445,506,3,2,453,156,156,156,156,19,253,19,19,243,243,243,-4,155,156,376
445,507,3,2,365,243,-4,-4,877,276,276,785,-4,84,440,203,203,36,446,446
445,508,3,1,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,805,804,805,-4
445,509,3,1,444,719,777,777,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,510,3,2,267,274,274,315,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,511,3,1,-4,-4,486,516,516,889,57,-5,57,55,389,-5,-5,-5,-5,-5
445,512,3,1,734,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,737,-5,-5,188
445,513,2,1,379,-4,785,769,708,796,505,785,785,796,505,785,785,785,796,796
445,514,2,2,-4,888,888,447,877,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,276
445,515,3,2,435,435,435,337,435,435,-4,-5,-5,-4,-4,-4,-4,-5,-5,-5
445,516,2,1,-4,-4,-4,877,869,449,453,453,887,887,-4,-4,-4,-4,444,-5
445,517,2,1,274,444,-4,449,453,-5,436,436,-4,-5,856,856,856,856,856,856
445,518,2,1,-4,-4,-4,-4,276,496,-4,883,-4,444,759,889,889,486,759,785
445,519,2,2,459,-4,-4,-4,-4,276,276,-4,-4,-4,-4,-4,785,276,-5,426
445,520,2,1,453,19,433,433,433,19,433,19,19,19,433,19,19,27,19,19
445,521,2,1,453,889,14,235,19,19,14,376,14,14,19,19,19,14,368,19
445,522,2,2,438,276,-4,348,316,385,327,376,313,313,385,379,376,376,253,253
445,523,2,1,-4,-4,-4,437,444,424,459,523,523,889,535,486,759,766,696,696
445,524,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,379,337,337,337,-5,-5,-5
445,525,2,2,-5,407,-5,-5,-5,-5,-5,97,97,174,174,377,277,468,406,406
445,526,3,1,274,453,19,19,19,579,579,19,558,19,579,19,19,579,-5,19
445,527,3,2,383,383,383,347,347,384,344,19,385,303,23,255,255,689,689,389
445,528,3,2,435,-4,276,243,-4,443,435,468,468,337,313,339,25,25,633,803
445,529,3,2,-5,313,-4,-4,-4,-5,-4,359,307,869,786,583,583,-5,-5,869
445,530,3,2,-4,-4,-4,-4,254,469,447,-4,274,275,274,276,276,505,-4,-5
445,531,3,1,365,-4,-4,804,804,-4,-5,804,804,804,804,-4,804,804,804,-5
445,532,3,2,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,533,3,2,158,387,159,156,159,276,276,276,337,23,443,435,435,-4,-4,-4
445,534,3,1,436,437,889,727,579,785,883,883,883,883,809,777,453,453,696,549
445,535,3,1,496,444,889,505,888,595,595,869,567,567,869,567,-4,869,-5,-5
445,536,3,2,744,785,744,444,877,744,748,747,747,749,-4,276,276,436,19,444
445,537,3,1,-4,-4,706,453,439,486,486,486,486,889,864,486,889,436,777,777
445,538,3,1,364,453,453,447,447,447,447,207,447,447,447,447,447,533,889,804
445,539,3,1,883,883,356,877,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,540,3,1,-4,-4,-4,595,563,595,389,389,796,276,363,19,19,633,633,-5
445,541,3,1,-4,-4,567,869,563,563,-5,-5,-5,-5,-5,633,327,633,843,843
445,542,3,2,785,-4,-4,-4,-4,-4,-4,-4,-4,453,-4,-4,-4,-4,-4,-4
445,543,3,1,805,804,804,804,805,804,804,804,804,804,804,804,804,804,804,804
445,544,3,2,433,433,433,363,378,308,379,319,319,337,303,19,19,19,19,43
445,545,3,1,453,889,-5,-5,-5,-5,5,539,-5,516,547,518,534,-5,534,-5
445,546,3,2,-4,-4,276,435,777,364,8,364,435,435,-4,435,435,435,435,-4
445,547,3,1,365,805,19,274,769,777,19,259,257,259,274,259,259,259,268,259
445,548,3,2,346,468,435,435,435,435,435,435,435,-4,443,435,354,435,-5,435
445,549,3,1,235,235,235,235,235,235,235,878,235,235,235,235,235,235,235,235
445,550,3,2,458,274,277,-4,-4,-4,-4,-4,-4,-4,319,313,313,434,19,19
445,551,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,552,3,2,329,307,307,-5,-5,-5,-5,-5,19,-4,-4,-4,453,319,376,313
445,553,3,1,384,389,785,777,689,225,797,796,449,259,523,523,523,19,523,523
445,554,3,1,468,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-5,-4,-4
445,555,3,1,558,689,595,534,567,274,266,575,567,19,558,567,567,567,19,558
445,556,3,1,73,19,73,28,73,19,779,558,389,633,55,19,19,633,555,555
445,557,3,2,435,97,97,468,155,449,313,313,-4,-4,-4,-4,-4,-4,-4,313
445,558,3,2,449,437,706,156,156,156,156,156,156,144,156,156,156,156,156,156
445,559,3,1,777,856,365,588,869,869,243,55,55,213,59,259,55,59,363,64
445,560,3,1,469,274,235,19,19,194,185,264,19,243,266,264,265,19,199,199
445,561,3,2,156,156,155,155,155,155,155,14,156,144,156,155,155,155,155,155
445,562,3,1,453,486,389,138,138,138,138,159,138,157,199,199,199,199,199,199
445,563,3,2,435,433,435,435,444,435,19,435,19,276,-4,-4,435,433,-4,-4
445,564,3,1,453,364,389,347,345,774,769,769,549,717,633,19,19,-5,19,-5
445,565,3,1,23,435,435,435,434,434,435,435,435,435,444,243,433,19,19,19
445,566,3,2,243,435,434,434,-5,433,-5,-5,-5,19,433,434,434,-5,19,-5
445,567,3,2,435,435,444,185,185,185,185,185,185,185,266,379,-4,-4,-4,-4
445,568,3,2,446,446,446,319,-5,-5,-5,-5,319,313,319,319,319,319,313,15
445,569,3,1,243,274,19,274,274,185,274,243,243,19,285,243,243,-5,19,-5
445,570,3,1,567,274,19,243,243,19,19,243,19,243,243,243,243,19,64,19
445,571,3,1,276,459,433,566,704,384,376,809,777,735,363,37,363,579,-5,777
445,572,3,2,-5,-5,-5,-5,-5,313,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,573,3,1,877,877,365,883,877,364,-5,243,365,274,379,365,365,364,364,364
445,574,3,2,435,-4,-5,-4,315,207,-5,-3,95,95,-5,-5,95,-5,-5,-5
445,575,3,1,-4,777,637,486,777,486,459,486,824,486,486,844,844,486,486,79
445,576,3,2,447,-4,405,446,207,95,313,95,95,95,207,95,95,243,243,-4
445,577,3,2,95,447,207,95,207,207,207,95,95,95,95,95,95,95,95,95
445,578,3,1,459,177,19,163,19,174,174,19,174,189,316,469,-3,105,167,174
445,579,3,2,19,19,274,389,-5,-5,-5,274,-4,-4,-4,-4,-4,-5,-4,-4
445,580,3,1,595,486,869,889,-5,-5,-5,-5,567,19,558,19,19,558,567,567
445,581,3,1,734,684,734,567,657,657,19,243,19,567,37,19,27,567,567,567
445,582,3,2,217,19,186,185,217,256,153,27,159,144,19,15,15,63,14,14
445,583,3,1,19,777,558,558,558,633,567,505,567,253,215,235,57,59,59,19
445,584,3,1,887,887,516,804,805,804,805,804,804,804,804,804,804,804,-5,804
445,585,3,2,777,777,-4,435,435,447,683,785,447,447,-4,436,-4,889,346,346
445,586,3,1,459,-4,-4,446,313,374,139,134,157,134,387,-4,134,134,-5,-5
445,587,3,1,453,869,889,434,434,389,434,547,785,505,505,-4,453,505,505,505
445,588,3,2,-4,888,-4,-4,-4,889,-4,-4,-4,-4,-4,-4,888,754,-4,-4
445,589,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
445,590,3,2,-4,-4,547,777,-4,-4,-4,335,-4,406,436,436,16,16,379,379
445,591,1,2,-4,276,316,316,348,383,383,383,383,7,558,7,7,37,37,37
445,592,3,1,453,889,799,799,799,496,779,777,889,799,496,856,496,496,779,779
445,593,1,2,274,319,313,348,-5,-5,-5,378,378,313,313,-4,316,19,178,316
445,594,2,1,436,-4,-4,-4,637,274,253,253,33,253,253,253,253,804,804,804
445,595,2,1,453,459,883,453,453,883,883,883,579,579,883,-4,-4,-4,-4,-5
445,596,2,1,869,364,364,363,-4,-4,337,23,23,23,23,337,23,23,65,-5
445,597,2,1,869,453,889,-5,877,647,769,-4,-5,-5,-5,-5,-5,-5,-5,453
445,598,2,2,206,206,206,206,206,206,275,-4,379,379,379,379,-4,-4,-5,-5
445,599,2,1,424,424,424,453,783,453,59,766,59,696,696,453,696,696,-5,-5
445,600,3,1,459,424,468,889,888,376,229,308,386,308,229,335,335,64,64,64
445,601,3,2,-4,-4,-4,274,-4,-4,336,96,96,96,96,-5,-5,-5,-5,-5
445,602,3,1,777,869,588,869,-5,-5,-5,-5,-5,566,565,869,-3,-5,-5,-5
445,603,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,604,3,2,383,447,383,275,-4,207,95,95,95,95,95,207,95,95,95,95
445,605,3,1,364,365,19,637,637,637,637,637,637,709,185,633,19,19,19,19
445,606,3,1,877,433,363,185,194,19,13,19,19,197,363,19,185,185,188,188
445,607,3,1,805,-5,-5,-5,-5,-5,-5,-5,883,804,883,804,883,-5,804,-5
445,608,3,2,276,276,376,337,364,-4,406,406,379,-4,-4,-4,276,339,339,337
445,609,3,2,335,335,889,155,155,-5,-5,-5,-5,376,344,376,376,13,19,376
445,610,3,1,274,275,275,275,274,274,269,364,889,16,364,327,327,-5,-5,-5
445,611,3,2,103,105,105,105,105,105,103,103,103,103,103,103,103,103,103,103
445,612,3,2,-5,177,387,447,447,89,95,95,95,95,207,95,95,-5,95,95
445,613,3,1,514,869,433,453,516,647,448,516,19,16,588,736,518,518,59,59
445,614,1,2,95,313,313,319,319,7,163,-4,-4,-4,-4,-4,157,157,157,157
445,615,3,2,-4,-4,-4,-4,877,256,264,264,-4,-4,-4,-4,-4,-4,274,274
445,616,3,1,549,-4,785,364,364,364,364,364,364,364,364,364,364,364,307,364
445,617,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,618,3,2,-4,-4,-4,-4,95,95,95,-5,-5,-5,95,95,95,-5,95,-5
445,619,3,2,468,468,339,435,435,-4,435,435,315,313,338,317,317,437,379,379
445,620,2,1,783,783,783,783,783,783,707,856,856,777,853,856,856,856,856,856
445,621,2,2,-4,-4,19,558,424,424,-4,-4,-4,313,-1,359,426,-4,426,449
445,622,2,2,468,315,-4,877,335,386,308,276,-4,379,159,468,468,14,14,14
445,623,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4
445,624,2,1,453,453,453,308,808,809,175,175,19,159,19,19,19,163,175,175
