20,19,1,1,20,20,2,20,20,20,20,19,19,19,19,19
16,20,20,20,31,20,19,19,2,19,1,19,19,23,23,23
19,27,1,20,1,2,2,1,2,1,1,1,1,1,20,2
31,31,18,29,31,31,31,31,27,31,31,24,31,31,31,31
23,23,23,31,23,23,23,23,23,23,23,23,27,27,27,27
31,27,31,31,31,31,31,31,31,31,29,31,31,31,31,1
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
18,20,18,20,20,20,20,20,20,20,20,20,20,20,1,1
31,31,31,22,22,22,22,22,22,22,22,22,22,22,22,22
20,20,20,20,20,20,20,20,20,20,31,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
23,23,23,26,23,23,23,23,20,20,23,31,23,31,23,31
23,23,8,8,8,8,8,8,8,8,8,8,8,8,,
20,20,17,17,23,23,,,,,,,,,,
23,23,23,23,23,31,31,31,31,31,31,31,31,31,31,31
29,29,26,29,29,29,31,29,31,29,27,29,29,29,29,29
29,29,30,29,29,29,29,29,29,30,2,29,29,29,18,1
23,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23
31,20,20,16,18,31,18,4,4,4,4,4,4,4,4,4
23,23,23,23,23,1,1,1,1,1,23,23,23,23,23,23
23,24,31,31,29,29,20,24,23,23,23,18,18,27,21,31
29,30,31,27,31,26,27,27,27,27,27,27,27,27,27,27
23,23,23,23,23,23,23,23,23,23,23,23,19,31,31,23
31,31,31,31,31,31,31,31,31,31,31,31,31,19,19,2
31,16,23,23,14,11,20,1,1,1,1,2,1,1,19,19
29,29,26,26,26,26,26,26,26,26,26,26,26,26,26,11
29,29,27,29,2,2,1,1,1,1,1,1,1,1,1,1
31,31,30,30,30,31,30,30,30,30,30,30,27,27,27,
31,23,23,23,31,21,27,31,31,31,31,31,27,26,26,27
20,27,27,27,27,27,27,1,27,31,27,1,1,27,26,23
26,23,31,31,31,31,31,31,31,31,31,31,31,24,24,24
26,19,19,1,19,19,1,1,1,1,1,25,25,31,31,31
19,19,31,20,1,23,23,23,23,23,23,23,23,23,2,20
31,29,29,31,27,29,29,24,31,31,31,31,27,29,29,29
23,31,20,31,23,31,31,31,31,31,31,31,31,31,31,31
11,11,20,31,31,18,3,3,3,3,3,3,3,3,3,3
19,20,20,16,14,14,14,11,10,1,11,11,14,14,14,14
27,31,27,27,27,27,29,27,29,29,20,29,29,29,27,30
31,29,29,26,26,26,29,26,26,26,31,26,26,26,29,29
31,27,23,23,23,23,1,23,23,23,23,23,23,23,23,23
20,20,20,20,20,20,1,20,20,20,2,5,20,20,18,18
23,23,23,31,31,23,31,27,31,31,31,31,31,31,31,31
31,31,20,31,31,20,20,31,31,23,31,31,24,26,26,30
20,31,31,31,31,31,31,22,22,22,22,22,22,22,22,22
29,31,31,31,27,31,31,31,31,26,26,29,29,26,26,26
20,20,19,19,19,19,19,19,19,19,19,19,19,31,1,1
19,19,20,31,20,19,20,31,19,20,19,20,31,31,20,20
20,20,20,2,20,20,20,20,20,20,20,1,1,31,,
31,31,31,31,30,31,27,31,31,31,31,31,31,31,31,31
24,29,29,31,23,23,26,31,31,31,26,31,31,31,20,19
10,20,11,19,31,27,20,31,23,23,23,23,23,20,2,2
29,30,29,20,29,29,29,30,30,29,29,29,,,,
31,20,20,20,19,24,19,19,24,19,19,19,19,19,20,19
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
23,23,23,23,23,23,23,23,23,23,23,23,23,23,,
23,23,23,23,23,20,7,23,20,23,20,17,23,23,23,23
24,24,31,24,24,24,24,31,31,31,31,31,31,31,31,31
23,23,23,20,20,18,20,1,11,23,20,23,20,20,20,11
11,11,11,11,11,10,11,11,2,1,2,1,2,2,11,11
20,23,19,19,1,27,1,19,1,19,1,19,19,19,1,1
20,19,19,19,11,11,11,11,11,11,11,11,11,11,11,11
19,18,18,4,18,4,4,4,4,5,4,4,4,4,4,4
20,20,20,20,20,20,20,20,20,20,20,20,20,2,20,19
16,16,1,1,4,26,26,18,26,1,16,26,26,16,16,16
19,19,20,19,19,1,1,1,1,1,1,1,1,1,1,1
19,20,31,19,19,19,19,19,19,19,19,19,19,1,1,1
20,19,19,19,20,20,20,20,20,20,20,20,20,2,1,20
19,1,1,23,20,20,1,18,20,1,1,1,1,1,16,16
26,26,26,31,31,30,31,31,27,27,27,27,26,26,,
19,19,19,20,20,20,8,8,20,23,23,17,23,23,23,23
31,31,19,23,19,20,19,19,19,19,20,19,20,20,19,19
31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,
20,20,31,31,31,18,20,20,20,20,20,20,20,1,1,1
20,20,23,19,19,21,21,21,23,19,19,19,19,19,19,
21,21,20,21,21,21,21,23,23,23,23,23,23,23,23,
30,1,31,30,27,1,31,31,31,20,31,31,30,30,,
31,23,16,20,14,14,14,14,14,14,14,20,22,22,22,22
16,18,15,15,15,15,15,20,18,15,15,15,15,15,15,15
29,31,31,20,31,31,30,29,20,1,31,29,1,27,31,20
31,31,31,23,27,27,27,27,27,27,27,24,27,27,27,27
31,26,26,19,20,1,1,19,19,19,19,31,31,19,19,19
23,23,23,23,23,23,23,23,23,23,23,23,19,19,20,20
20,18,29,18,5,2,4,4,4,4,4,1,1,4,4,29
31,31,31,29,31,31,27,31,31,31,31,31,31,31,31,31
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
20,20,20,20,17,17,17,23,23,23,23,23,23,23,23,23
20,19,31,26,27,31,31,31,27,27,31,27,1,27,27,27
23,23,19,20,20,20,20,20,20,20,20,20,20,20,20,20
1,23,23,23,23,23,23,23,23,23,23,23,20,20,20,20
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
20,21,23,21,23,21,23,23,23,20,20,20,20,,,
23,23,11,11,23,10,10,10,11,11,11,11,11,11,11,11
26,4,18,26,26,26,18,18,20,19,1,1,20,20,1,1
31,29,31,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,,,,,,,,,,,,
23,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31
19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20
24,26,26,31,4,4,4,4,20,20,20,20,20,20,,
23,23,23,20,23,23,23,23,23,23,23,23,23,23,23,23
23,1,23,23,23,1,23,1,1,1,23,1,1,2,1,1
23,31,1,18,1,1,1,20,1,1,1,1,1,1,20,1
23,23,22,23,26,26,31,26,24,31,31,29,29,,,
20,20,20,20,20,20,20,,,,,,,,,
20,20,20,20,20,20,20,1,20,20,2,19,19,29,29,20
11,20,11,11,11,19,19,19,20,2,23,23,23,23,23,23
23,23,31,30,27,31,31,31,31,31,31,31,23,23,29,26
30,23,23,24,24,24,24,31,31,24,31,23,31,31,,
20,23,23,23,23,23,23,17,23,23,23,23,23,26,31,31
31,31,20,31,31,31,31,31,31,31,31,31,31,31,31,31
27,27,27,20,20,31,19,20,1,1,29,29,29,,,
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
23,23,23,20,20,20,20,20,20,20,20,1,1,1,1,3
19,23,31,20,1,20,23,23,23,23,23,23,23,23,,
20,31,1,19,31,31,1,19,19,19,19,19,19,19,19,19
20,23,23,23,23,23,23,23,23,23,23,23,20,23,23,23
18,18,18,18,18,18,18,31,18,18,18,18,18,18,18,18
20,20,31,31,29,18,31,31,23,19,26,26,26,1,26,26
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
27,29,27,26,27,19,19,27,27,1,27,27,27,27,1,27
6,1,6,2,6,1,31,27,20,29,4,1,1,29,27,27
23,8,8,23,11,23,20,20,20,20,20,20,20,20,20,20
23,23,30,11,11,11,11,11,11,10,11,11,11,11,11,11
31,31,20,27,31,31,19,4,4,18,4,19,4,4,20,5
23,19,18,1,1,16,16,19,1,19,19,19,19,1,16,16
11,11,11,11,11,11,11,1,11,10,11,11,11,11,11,11
23,24,20,10,10,10,10,11,10,11,16,16,16,16,16,16
23,20,20,20,20,31,31,31,26,30,29,1,1,1,1,1
2,23,23,23,23,23,23,23,23,23,23,19,23,1,1,1
23,23,23,16,16,16,16,16,16,16,19,20,20,20,20,20
23,23,23,20,20,20,20,20,20,20,20,20,20,20,20,1
27,19,1,19,19,1,1,19,1,19,19,19,19,1,5,1
20,20,20,20,20,20,20,20,20,20,20,,,,,
31,29,24,31,24,23,24,31,24,24,31,31,24,24,6,
8,23,17,8,17,17,17,8,8,8,8,8,8,8,8,8
30,29,30,27,29,29,1,19,1,27,2,1,2,27,27,27
18,1,16,16,18,19,10,2,11,10,1,1,1,4,1,1
1,31,27,27,27,29,27,26,27,19,18,18,4,4,4,1
31,31,26,31,31,31,31,31,31,31,31,31,31,31,31,31
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
19,20,20,20,20,20,20,20,1,27,1,1,2,2,2,
23,31,31,31,31,24,31,31,31,31,24,31,24,24,31,31
19,20,20,20,20,20,20,20,20,20,20,20,20,1,15,20
23,23,31,23,23,31,31,31,27,27,31,31,31,31,31,31
31,20,20,20,20,20,20,2,2,2,2,20,2,2,5,5
22,22,22,23,31,23,4,31,4,29,29,23,29,29,29,29
23,22,23,31,31,20,18,20,20,20,18,20,20,5,5,5
20,20,1,29,29,29,29,29,29,30,16,29,1,1,1,1
31,23,20,16,16,1,1,1,1,16,20,1,16,16,16,16
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
19,19,19,19,19,19,19,20,31,1,20,20,20,20,20,20
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
14,20,23,23,7,8,8,8,8,17,8,8,8,8,8,
26,31,23,23,26,29,23,26,1,1,27,30,26,26,4,4
8,20,20,20,20,1,11,11,11,11,11,11,11,11,11,11
31,19,19,19,19,19,19,19,19,19,19,19,,,,
8,8,8,8,8,8,8,8,8,8,8,8,,,,
23,23,20,23,23,23,23,23,20,20,20,20,20,23,20,20
31,31,31,31,31,31,30,31,31,31,31,31,31,31,31,31
23,23,23,20,31,31,14,14,1,11,1,1,1,11,14,14
23,23,23,31,23,23,23,23,23,23,22,23,23,20,20,20
23,23,23,23,23,7,23,23,23,23,23,23,23,23,23,31
20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20
31,19,24,19,23,20,23,19,23,23,23,23,19,31,23,23
31,23,23,24,24,24,24,24,26,26,26,26,26,26,26,20
31,31,26,26,26,26,26,31,26,26,31,31,26,26,26,1
26,26,26,26,26,26,26,26,26,1,28,26,26,26,26,26
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
23,23,23,,,,,,,,,,,,,
23,23,1,23,23,1,20,1,1,1,1,23,1,1,1,1
31,18,27,27,27,27,26,27,27,27,27,27,26,26,26,
24,24,26,26,26,26,26,26,27,26,26,26,26,26,18,26
31,29,29,29,29,29,29,23,29,29,29,29,29,29,29,26
23,23,23,23,20,20,20,20,20,20,20,20,20,20,20,20
23,31,31,30,29,30,26,26,26,26,26,26,26,26,27,26
23,17,23,23,9,23,23,23,23,23,23,23,23,23,23,23
20,20,23,23,23,23,23,23,23,23,23,23,23,23,23,
19,10,11,4,4,4,19,5,19,19,19,19,19,19,13,1
19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
23,23,23,20,19,19,20,20,16,20,20,20,20,20,20,20
3,1,3,1,3,3,1,3,3,18,1,3,3,3,1,1
20,20,20,19,31,19,2,2,2,2,2,2,2,2,1,1
23,23,23,27,1,2,20,20,20,2,19,19,19,19,19,19
31,23,23,23,19,19,1,13,2,1,19,19,19,19,19,19
23,18,20,13,13,1,2,1,1,13,1,1,1,1,1,1
23,23,23,2,20,20,19,19,19,19,19,19,19,19,19,19
20,20,31,20,19,19,1,19,22,20,22,22,20,20,15,15
29,20,20,29,20,20,20,20,20,20,20,4,4,20,20,20
27,31,31,31,31,31,31,31,31,31,27,31,31,31,31,27
20,20,20,20,20,2,20,20,1,1,1,1,1,1,1,1
23,1,1,23,19,20,19,20,20,20,2,1,1,2,2,1
23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
23,23,23,23,20,1,1,1,1,19,23,23,1,20,20,20
20,19,20,20,31,20,1,19,1,1,1,5,18,2,16,1
31,29,30,30,30,30,29,30,30,31,30,29,29,29,,
20,20,20,20,20,20,20,2,20,20,2,20,2,2,2,2
20,11,1,1,1,1,19,1,1,1,20,2,2,2,20,20
20,23,23,23,23,14,1,23,14,1,1,14,14,22,23,24
31,31,31,31,31,31,31,31,20,31,31,31,31,31,31,31
19,23,23,23,23,18,26,31,23,23,23,31,31,31,31,29
20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,2
31,31,31,30,31,27,27,27,27,27,27,27,27,27,27,27
23,23,20,20,30,23,31,31,31,31,31,31,31,23,23,31
19,19,31,23,20,11,20,20,20,20,20,20,20,20,20,20
20,23,20,20,20,20,20,31,31,31,31,31,31,31,20,20
23,19,19,23,23,23,31,19,23,23,23,23,23,23,23,23
19,20,20,20,20,20,20,20,20,8,20,20,8,8,8,1
27,31,31,31,31,31,28,31,31,31,2,31,31,31,18,18
23,23,23,23,23,1,31,23,23,31,23,31,31,31,31,23
23,23,23,23,23,23,19,13,16,1,19,19,19,19,20,1
23,23,23,23,26,26,26,26,26,26,26,26,26,26,26,26
